text,seg_label,cls_label,ner_label
《超级舞者》Season3.1“劲乐狂想曲”,B I I I I I I I I I I I I I I I I I I I I I,游戏,B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game
谒武侯祠，岳飞在“跋”中写道：“绍兴戊午秋八月望前，过南阳，谒武侯祠，遇雨，遂宿于祠内。,O B I I O B I O O O O O B I O O B I B I O B I B I O O B I O O B I I O B I O O B I O O O,游戏,O B-scene I-scene I-scene O B-name I-name O O O O O O O O O B-address I-address O O O O O O O O O B-address I-address O O B-scene I-scene I-scene O O O O O O O O O O
《三国群英传Ⅶ》豪华版中最重量的周边——岳飞手书《出师表》折子，终于亮相。,B I I I I I I I B I I O O B I O B I O O B I B I B I I I I B I O B I B I O,游戏,B-game I-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O B-name I-name O O B-book I-book I-book I-book I-book O O O O O O O O
《幻想三国志4》、《三国群英传Ⅶ》豪华版1月22日上市！,B I I I I I I I O B I I I I I I I B I I O O O O O B I O,游戏,B-game I-game I-game I-game I-game I-game I-game I-game O B-game I-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O
《红楼梦》：精美人物主题书签A组、B组,B I I I I O B I B I B I B I O O O O O,游戏,B-book I-book I-book I-book I-book O O O O O O O O O O O O O O
在新春佳节期间，游戏天堂联合全国9大城市34家名店进行王牌产品的促销活动，,O B I I I B I O B I I I B I B I O B I I O O O B I B I B I B I O B I B I O,游戏,O O O O O O O O B-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O
经过全力的调配和准备，游戏天堂在新春期间再开促销活动。活动中将为大家准备更多的好礼！,B I B I O B I O B I O B I I I O B I B I B I B I B I O B I B I O B I B I O O O O O O,游戏,O O O O O O O O O O O B-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O
*文明IV系列精美手册+科技树图,B I I I I B I B I B I O B I B I,游戏,B-book I-book I-book I-book I-book O O O O O O O O O O O
*战神资料片1CD,O B I B I I O O O,游戏,O B-movie I-movie O O O O O O
很明显这款游戏将会为玩家们带来更加出色的游戏表现。另外《美国陆军3》同样也会设立激励系统，,O B I O O B I B I O B I O B I B I B I O B I B I O B I B I I I I I I B I O O B I B I B I O,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O
玩家可以通过NDS掌机手持这款游戏用自己创造的生物与其他玩家决斗竞技。《孢子：英雄竞技场》,B I B I B I O O O B I B I O O B I O B I B I O B I O B I B I B I B I O B I I I I I I I I I,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game
而《孢子：英雄》则是一款原始冒险游戏，游戏将借助WII特有的动感操作系统。与其他《,O B I I I I I I O O B I B I B I I I O B I O B I O O O B I O B I B I I I O O B I O,游戏,O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
北京大观园“顾恩思义殿-省亲别墅”侧殿科普知识展示区,B I I I I O B I I I I O B I I I O B I B I I I B I I,游戏,B-address I-address I-address I-address I-address O B-scene I-scene I-scene I-scene I-scene O B-scene I-scene I-scene I-scene O O O O O O O O O O
PC版《最后的神迹》配置需求公布(图),O O O B I I I I I I B I B I B I O O O,游戏,O O O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O
《反恐精英Online》公测客户端下载：csol.tiancity.com/,B I I I I I I I I I I I B I B I I B I O O O O O O O O O O O O O O O O O O O,游戏,B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O
生生不息，CSOL生化狂潮给你带来与众不同的爽快体验，你只需要填弹狂扫，,B I I I O B I I I B I B I O O B I B I I I O B I B I O O O B I B I B I O,游戏,O O O O O B-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O
《极品飞车》系列大改造三款新作公开,B I I I I I B I O B I B I B I B I,游戏,B-game I-game I-game I-game I-game I-game O O O O O O O O O O O
通过迎合不同层次用户的要求来扩大市场和销量。EA官方发言人透露说，目前正有4款《极品飞车》,B I B I B I B I B I O B I O B I B I O B I O B I B I I I I B I O O B I B I O O B I I I I I,游戏,O O O O O O O O O O O O O O O O O O O O O O B-company I-company B-position I-position I-position I-position I-position O O O O O O O O O O B-game I-game I-game I-game I-game I-game
极品飞车》系列的大改造与经济危机无关，而是EA为了迎合市场变化和用户需求所采取的战略……,B I I I I B I O O B I O B I I I B I O B I B I B I B I B I B I O B I B I O B I O B I O O,游戏,B-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O B-company I-company O O O O O O O O O O O O O O O O O O O O O
育碧《末日之战》PC版系统需求公布,B I B I I I I I O O O B I B I B I,游戏,B-company I-company B-game I-game I-game I-game I-game I-game O O O O O O O O O
《战地：叛逆连队2》将采用DICE的下一代游戏引擎“Frostbite”，,B I I I I I I I I I O B I B I I I O B I I B I B I O O O O O O O O O O O O,游戏,B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O O O B-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O
在《叛逆连队2》里，B连将开着汽车、拿着重武器出发执行任务，在雪山、,O B I I I I I I O O O O O B I B I O O B I B I B I B I B I O O B I O,游戏,O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O
《迷失》有奖竞猜活动详情,B I I I B I B I I I B I,游戏,B-movie I-movie I-movie I-movie O O O O O O O O
经过激烈战斗后的时期，此时苏俄军队惨败，升阳帝国拼命想找回昔日的光荣与身分，,B I B I B I O O B I O B I B I I I B I O B I B I B I O B I B I O B I O B I O,游戏,O O O O O O O O O O O O O B-government I-government I-government I-government O O O O O O O O O O O O O O O O O O O O O
本作故事描述的是在《红色警戒3》经过激烈战斗后的时期，此时苏俄军队惨败，,B I B I B I O O O B I I I I I I B I B I B I O O B I O B I B I I I B I O,游戏,O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O B-government I-government I-government I-government O O O
但由于这些角色将会在《红色警戒3:起义时刻》继续出现，所以EA也当成全新图片公布。,O B I B I B I B I O B I I I I I I I I I I I B I B I O B I O O O B I B I B I B I O,游戏,O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O
而另外一批人则钟爱RPG地图，比如说DOTA、真三等。《星际2》要出了，,O B I B I B I B I O O O B I O B I I B I I I O B I I O B I I I I B I O O,游戏,O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game O B-game I-game O O B-game I-game I-game I-game I-game O O O O
随着“电脑游戏热”在美军教育训练中不断升温，利用电脑游戏进行战法研究、,B I O B I I I O O O B I B I B I O B I B I O B I B I I I B I B I B I O,游戏,O O O O O O O O O O B-government I-government O O O O O O O O O O O O O O O O O O O O O O O
美军就专为训练军官开发了《战地Ⅱ》游戏软件，指挥官模式的界面与一般受训者不同，,B I O B I B I B I B I O B I I I I B I I I O B I I B I O B I O B I B I I B I O,游戏,B-government I-government O O O O O O O O O O B-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O
的游戏软件。据悉，这是美军为设计未来战争所采取的最重要的步骤。,O B I I I O B I O B I B I O B I B I B I O B I O O B I O B I O,游戏,O O O O O O O O O O O B-government I-government O O O O O O O O O O O O O O O O O O
有些游戏已经开发成功。《全景战士》、《使命召唤》、《荣誉勋章》和《美国“海豹”特遣队》,B I B I B I B I B I O B I I I I I O B I I I I I O B I I I I I O B I I I I I I I I I I,游戏,O O O O O O O O O O O B-game I-game I-game I-game I-game I-game O B-game I-game I-game I-game I-game I-game O B-game I-game I-game I-game I-game I-game O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game
设计沉浸式互动实时训练模拟器”。美海军也成立“战争游戏研究实验室”，,B I B I O B I B I B I B I I O O B I I O B I O B I I I I I I I I O O,游戏,O O O O O O O O O O O O O O O O B-government I-government I-government O O O O B-government I-government I-government I-government I-government I-government I-government I-government I-government O O
《汉之云》豪华版包装图,B I I I I B I I B I O,游戏,B-game I-game I-game I-game I-game O O O O O O
寰宇商城：《轩辕剑外传.汉之云》豪华版预购地址：,B I B I O B I I I I I I I I I I B I I B I B I O,游戏,O O O O O B-movie I-movie I-movie I-movie I-movie I-movie I-movie I-movie I-movie I-movie I-movie O O O O O O O O
二战电视剧改编游戏《兄弟连太平洋》,B I B I I B I B I B I I I I I I I,游戏,O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game
经典剧集《兄弟连》讲述了美军在欧洲战场上的故事，而《兄弟连：太平洋》可以视作其姊妹篇，,B I B I B I I I I B I O B I O B I B I O O B I O O B I I I I I I I I B I B I O B I I O,游戏,O O O O B-movie I-movie I-movie I-movie I-movie O O O B-government I-government O O O O O O O O O O O B-movie I-movie I-movie I-movie I-movie I-movie I-movie I-movie I-movie O O O O O O O O O
《孤岛惊魂2》的多人游戏模式界面非常易操作，即使是游戏新手也能很容易的上手。,B I I I I I I O O O B I B I B I B I O B I O B I O B I B I O O O B I O O O O,游戏,B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
《孤岛惊魂2》多人游戏模式介绍(下),B I I I I I I B I B I B I B I O O O,游戏,B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O
《火爆狂飙：天堂》最新游戏视频,B I I I I I I I I B I B I B I,游戏,B-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O O O
美国陆军游戏《美国陆军3》开发者军训,B I I I B I B I I I I I I B I I B I,游戏,O O O O O O B-game I-game I-game I-game I-game I-game I-game O O O O O
模拟飞行X》和《光晕2》之后，游戏管理器会提示这两个游戏都已经有升级版本。,B I I I I I O B I I I I B I O B I B I I O B I O B I B I O B I O B I B I O,游戏,B-game I-game I-game I-game I-game I-game O B-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O
你可以利用它发布和管理游戏，包括内置的Windows游戏和PC游戏，比如纸牌、,O B I B I O B I O B I B I O B I B I O O O O O O O O B I O O O B I O B I B I O,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game O
除此之外，《跑跑卡丁车》也为各位在情人节花销不少的情侣们送上一份体贴的小礼物，,B I I I O B I I I I I I O O B I O B I I B I B I O B I O O O B I B I O O B I O,游戏,O O O O O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O
影片“逃离City17”的浏览量已经突破了150万大关，Purchase兄弟介绍说，,B I B I I I I I I I I I O B I I B I B I O O O O O B I O B I I I I I I I B I B I O O,游戏,O O B-movie I-movie I-movie I-movie I-movie I-movie I-movie I-movie I-movie I-movie O O O O O O O O O O O O O O O O B-name I-name I-name I-name I-name I-name I-name I-name O O O O O O
《模拟人生3》制作人透露游戏细节(2),B I I I I I I B I I B I B I B I O O O,游戏,B-game I-game I-game I-game I-game I-game I-game B-position I-position I-position O O O O O O O O O
又或者游戏特效……都将《大明龙权》最华丽的画面表现发挥到了极限，,O B I B I B I O O O O B I I I I I O B I O B I B I B I O O B I O,游戏,O O O O O O O O O O O B-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O
超宽屏技术并不少见，比如风靡全球的3D网游《魔兽世界》就使用了这一技术，,B I O B I O B I O O B I B I B I O O O B I B I I I I I O B I O O O B I O,游戏,O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game O O O O O O O O O
《教父2》将继续沿用前作受到欢迎的游戏机制，并彻底发挥招牌“黑手”操控界面，,B I I I I O B I B I B I B I B I O B I B I O O B I B I B I O B I O B I B I O,游戏,B-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
来自EA官方确认消息，原定于2月24日发售暴力动作游戏《教父2》(Godfather,B I B I B I B I B I O B I O O O O O O B I B I B I I I B I I I I O B I I I I I I I I,游戏,O O B-company I-company O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game O B-game I-game I-game I-game I-game I-game I-game I-game I-game
黑手”动作情节，使《教父2》在开放世界游戏将别具特色。,B I O B I B I O O B I I I I O B I B I B I O B I I I O,游戏,O O O O O O O O O B-game I-game I-game I-game I-game O O O O O O O O O O O O O
Svensson在接受VideoGamer的采访时被问及《街霸4》PC版何时能到来，,B I I I I I I I O B I B I I I I I I I I I O B I O O B I B I I I I O O O B I I B I O,游戏,B-name I-name I-name I-name I-name I-name I-name I-name O O O B-book I-book I-book I-book I-book I-book I-book I-book I-book I-book O O O O O O O B-game I-game I-game I-game I-game O O O O O O O O O
导致Sierra旗下多款游戏的开发进度滞后甚至搁浅，其中就包括《冲突世界》系列的续作《,B I B I I I I I B I B I B I O B I I I B I B I B I O B I O B I B I I I I I B I O B I O,游戏,O O B-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game O O O O O O
《战争黎明2》三月底推出中文版,B I I I I I I B I I B I B I I,游戏,B-game I-game I-game I-game I-game I-game I-game O O O O O O O O
很多射击游戏都会在游戏的武器系统上做文章，但是与之不同的是，《狼穴尖兵2》,B I B I B I O O O B I O B I B I O B I I O B I O O B I O O O B I I I I I I,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game
不要着急，你还可以选择数字版本的《狼穴尖兵2》，网上下载，网上购买，,B I B I O O O B I B I B I B I O B I I I I I I O B I B I O B I B I O,游戏,O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O
你只需要触动鼠标，就可以玩到想要的游戏，还在等什么！赶快将《狼穴尖兵2》,O O B I B I B I O O B I O O B I O B I O O O O B I O B I O B I I I I I I,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game
狼穴尖兵2专区：,B I I I I B I O,游戏,B-game I-game I-game I-game I-game O O O
《狼穴尖兵2》作为网元网近期主打的作品，刚一推出便受到广大玩家的好评。,B I I I I I I B I B I I B I B I O B I O B I B I O B I B I B I O B I O,游戏,B-game I-game I-game I-game I-game I-game I-game O O B-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O
这次我们创造出来的玩意儿绝对能够满足《红色警戒》玩家的胃口，包括百合子的地城突围战役，,B I B I B I B I O B I I B I B I B I B I I I I I B I O B I O B I B I O O B I B I B I O,游戏,O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O
阿尔法协议》项目组。公司在昨日的新闻公告中这样描述今秋面市的《阿尔法协议》：,B I I I I I B I I O B I O B I O B I B I O B I B I B I B I O B I I I I I I O,游戏,B-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game O
世嘉昨日宣布由黑曜石工作室出品的潜入类RPG作品《阿尔法协议》,B I B I B I O B I I B I I B I O B I O O O O B I B I I I I I I,游戏,B-company I-company O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game
《最后的神迹》英文版已经在北美上市,B I I I I I I B I I B I O B I B I,游戏,B-game I-game I-game I-game I-game I-game I-game O O O O O O B-address I-address O O
《最后的神迹》的世界是围绕远古所流传下来的“神迹”而运行，神迹有各式各样不同的型态，,B I I I I I I O B I O B I B I O B I B I O O B I O O B I O B I O B I I I B I O B I O,游戏,B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
游戏内容精彩纷呈的点卡游戏《逍遥传说》，现在可以免费尽情畅玩，,B I B I B I I I O B I B I B I I I I I O B I B I B I B I B I O,游戏,O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game O O O O O O O O O O O O
想要在《逍遥传说》的西游世界里快速成长，享受畅快淋漓的游戏乐趣吗？,B I O B I I I I I O B I B I O B I B I O B I B I B I O B I B I O O,游戏,O O O B-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O
希望自己名震三界、享誉《逍遥传说》，成为众多玩家心目中的偶像吗？参加《逍遥传说》,B I B I B I B I O B I B I I I I I O B I B I B I B I O O B I O O B I B I I I I I,游戏,O O O O O O O O O O O B-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game
以求让大家都能够尽情享受平衡环境下的游戏乐趣。精彩纷呈的游戏内容，好玩有趣的《逍遥传说》,B I O B I O B I B I B I B I B I O O B I B I O B I I I O B I B I O B I B I O B I I I I I,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game
还可以用来额外换取丰厚的经验和金钱奖励，这样的好事怎么可以少得了你？快一起来《逍遥传说》,O B I B I B I B I B I O B I O B I B I O B I O B I B I B I B I O O O O O B I B I I I I I,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game
最引人瞩目的，还是《逍遥传说》新推出的“免费试玩”玩法，点卡游戏免费玩，你肯定没试过吧？,O B I I I O O B I B I I I I I O B I O O B I B I O B I O B I B I B I O O O B I B I O O O,游戏,O O O O O O O O O B-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
逍遥传说》的乐趣，又可以免费玩点卡游戏，你可不能错过这样的好机会哦！,B I I I I O B I O O B I B I O B I B I O O O B I B I B I O O B I O O,游戏,B-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
角色扮演游戏《崛起(Risen)》是《哥特王朝(Gothic)》,B I I I B I B I I I I I I I I I I O B I I I I I I I I I I I I I,游戏,O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game
由数力游戏研发、寰宇之星策划、游戏天堂代理的《夺宝冒险王》，,B B I I I B I O B I I I B I O B I I I B I O B I I I I I I O,游戏,O B-company I-company I-company I-company O O O B-company I-company I-company I-company O O O B-company I-company I-company I-company O O O B-game I-game I-game I-game I-game I-game I-game O
《夺宝冒险王》，讲述的是财富积累的故事。故事发生在很久以前，有一个古老的国度“,B I I I I I I O B I O O B I B I O B I O B I B I O B I I I O O B I B I O B I O,游戏,B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
喜欢ARPG游戏的玩家千万不要错过这款打击感很强的《夺宝冒险王》。,B I O O O O B I O B I B I B I B I O O B I O O O O B I I I I I I O,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game O
系列2款新作，分别为1、2代强化移植合辑的《伊苏1&2历代记(YsI&II,B I O O B I O B I O O O O O B I B I B I O B I I I I I I I I I I I I I I I,游戏,O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game
日本FALCOM公司日前宣布，将于2009年在PSP推出旗下角色扮演游戏代表作《伊苏》,B I B I I I I I I I B I B I O O O O O O O O O O O O B I B I B I I I B I B I I B I I I,游戏,B-address I-address B-company I-company I-company I-company I-company I-company I-company I-company O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game
《伊苏7》极有可能不会开发PC版,B I I I I B I B I B I B I O O O,游戏,B-game I-game I-game I-game I-game O O O O O O O O O O O
《辐射》设计师Anderson转投inXile,B I I I B I I B I I I I I I I B I B I I I I I,游戏,B-game I-game I-game I-game B-position I-position I-position B-name I-name I-name I-name I-name I-name I-name I-name O O B-company I-company I-company I-company I-company I-company
《生化奇兵2》副名称梦之海被取消,B I I I I I I O B I B I I O B I,游戏,B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O
“你们不会在未来看到《生化奇兵2》有一个叫梦之海的副名称。”,O B I B I O B I B I B I I I I I I O B I B I I I O O B I O O,游戏,O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O
只不过如果单纯就身为玩家看法而言，觉得《暗黑破坏神3》的美术风格让人没办法一眼就能看出是《,B I I B I B I O B I B I B I B I O B I B I I I I I I I O B I B I O O O B I B I O O B I O O,游戏,O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O
Bill本身偏向黑暗系风格，他虽然肯定了Blizzard对《暗黑破坏神3》美术风格的努力，,B I I I B I B I B I O B I O O B I B I O B I I I I I I I O B I I I I I I I B I B I O B I O,游戏,B-name I-name I-name I-name O O O O O O O O O O O O O O O O B-company I-company I-company I-company I-company I-company I-company I-company O B-game I-game I-game I-game I-game I-game I-game I-game O O O O O O O O
《夺宝冒险王》四大职业大票选开始,B I I I I I I B I B I O B I B I,游戏,B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O
“《夺宝冒险王》勇夺至尊宝——四大职业票选”,O B I I I I I I B I B I I O O B I B I B I O,游戏,O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O
突袭黑暗雅典娜》中Riddick超爽快的战斗方式之一。,B I I I I I I I O B I I I I I I O B I O B I B I B I O,游戏,B-game I-game I-game I-game I-game I-game I-game I-game O B-name I-name I-name I-name I-name I-name I-name O O O O O O O O O O O
更添加了新的故事情节《突袭黑暗雅典娜》。游戏从《逃离屠夫湾》的事件之后开始，在《,O B I O O O B I I I B I I I I I I I I O B I O B I I I I I I O B I B I B I O O O,游戏,O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O
《超世纪战警：突袭黑暗雅典娜》同样由Starbreeze工作室制作，,B I I I I I I I I I I I I I I B I O B I I I I I I I I I I I I B I O,游戏,B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O O O B-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company I-company O O O
《死亡间谍：决断时刻》由俄罗斯的游戏工作室开发，应该能保证游戏的原汁原味，,B I I I I I I I I I I O B I I O B I B I I B I O B I O B I B I O B I I I O,游戏,B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O
《黑光》预计在最近将举行的游戏开发者会议(GDC)上公布。,B I I I B I O B I O B I O B I B I I B I O O O O O O B I O,游戏,B-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O
系列的集大成战略游戏作品。在最新的第三弹作品《大战略PERFECT3.0》上市前，,B I O B I I B I B I B I O O B I O B I O B I B I I I I I I I I I I I I I I B I O O,游戏,O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O
其中最受注目的是由《ICO》、《旺达与巨像》的上田文人、《英雄不再》的须田刚一与《辐射3》,B I B I B I O O O B I I I I O B I I I I I I O B I I I O B I I I I I O B I I I O B I I I I,游戏,O O O O O O O O O B-game I-game I-game I-game I-game O B-game I-game I-game I-game I-game I-game I-game O B-name I-name I-name I-name O B-game I-game I-game I-game I-game I-game O B-name I-name I-name O O B-game I-game I-game I-game I-game
KID《水之旋律2》繁体中文版4月上市,B I I B I I I I I I B I I I O O O B I,游戏,B-company I-company I-company B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O
几天前Activision发布了一部《德军总部》(Wolfenstein)的最新视频，,B I O B I I I I I I I I I B I O B I B I I I I I B I I I I I I I I I I I I O B I B I O,游戏,O O O B-company I-company I-company I-company I-company I-company I-company I-company I-company I-company O O O O O B-game I-game I-game I-game I-game I-game B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O O O
Activision很快对此事进行了回应：“《德军总部》目前同时在PC、,B I I I I I I I I I B I O B I B I O B I O O B I I I I I B I B I O O O O,游戏,B-company I-company I-company I-company I-company I-company I-company I-company I-company I-company O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game O O O O O O O O
让玩家以拟真的车内第一人称驾驶视点，随全新游戏引擎一同感受极速飙车快感，进入《极速快感》,B I I B I B I O O B I I I B I B I O O B I B I B I B I B I B I B I B I O B I B I I I I I,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game
育碧公司继《汤姆克兰西的鹰击长空》之后又有全新作品公布，,B I I I O B I I I I I I I I I I I B I O O B I B I B I O,游戏,B-company I-company I-company I-company O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O
育碧公布全新RTS作品《R.U.S.E.》,B I B I B I O O O B I B I I I I I I I I I,游戏,B-company I-company O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game
同名电影改编《汽车驾驶员》今日上市,B I B I B I B I I I I I I B I B I,游戏,O O O O O O B-movie I-movie I-movie I-movie I-movie I-movie I-movie O O O O
《K.O堂》里有着多种大型团战玩法。“攻城”和“露天战场”、“队长争夺战”,B I I I I I O B I B I B I B I B I O O B I O O O B I B I O O O B I B I I O,游戏,B-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
“去年我们凭借《现代战争1》大获成功，其辉煌业绩让众多业界老手大跌眼镜。,O B I B I B I B I I I I I I B I B I O O B I B I O B I B I B I B I I I O,游戏,O O O O O O O B-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O
EA表示，《孢子：银河冒险》主要是为了给《孢子》的太空阶段增加游戏深度与变化。,B I B I O B I I I I I I I I B I O B I O B I I I O B I B I B I B I B I O B I O,游戏,B-company I-company O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O O O B-game I-game I-game I-game O O O O O O O O O O O O O O O
培植部落、建立文明，甚至于塑造整个世界，同时探索其他玩家创造物的宇宙。在《孢子：银河冒险》,B I B I O B I B I O B I I B I B I B I O B I B I B I B I B I I O B I O O B I I I I I I I I,游戏,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game
《孢子》是一款史无前例的新型游戏，能让玩家打造属于自己的世界，创造及演化生命、,B I I I O B I B I I I O B I B I O O B I I B I B I B I O B I O B I O B I B I O,游戏,B-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
由CAPCOM与GRIN共同开发的跨平台动作游戏《生化尖兵（Bionic,O B I I I I I O B I I I B I I I O B I I B I I I B I I I I I I I I I I I,游戏,O B-company I-company I-company I-company I-company I-company O B-company I-company I-company I-company O O O O O O O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game I-game
奇幻动作游戏《剑之力量》亮相GDC,B I B I I I B I I I I I B I O O O,游戏,O O O O O O B-game I-game I-game I-game I-game I-game O O O O O
《剑之力量》是一款第三人称的快节奏的动作打击游戏，类比游戏是《鬼武者》等，,B I I I I I O B I B I I I O B I I O B I B I B I O B I B I O B I I I I O O,游戏,B-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O B-game I-game I-game I-game I-game O O
第一款资料片《英雄连：抵抗前线》包含了二次世界大战中有名的战役“市场花园行动”，,B I I B I I B I I I I I I I I I B I O B I I I I I O B I O B I O B I B I B I O O,游戏,O O O O O O B-game I-game I-game I-game I-game I-game I-game I-game I-game I-game O O O O O O O O O O O O O O O O O O O O O O O O
